source,category,category_name,subcategory,part_number,description,unit_cost,price_status,price_kind,vendor,vendor_invoice,price_date,freight_unit,markup_flag,sell_unit,source_note
REV19_LIBRARY,1,CAT 1 - ELECTRICAL SUPPLY - NOLAND / WINSUPPLY AND CAPITAL ELECTRIC,PVC COATED RIGID CONDUIT AND COUPLINGS - CAPITAL ELECTRIC,78401120002,ROBROY 3/4 IN PVC COATED RIGID - PER FOOT,10.6843,ok,receipt,Capital Electric,,,0,N,13.50068148,RECEIPT Capital Electric S062708764.001 7/13/26. HELD HIGH vs S062578548 $975.00 - count stock
REV19_LIBRARY,1,CAT 1 - ELECTRICAL SUPPLY - NOLAND / WINSUPPLY AND CAPITAL ELECTRIC,PVC COATED RIGID CONDUIT AND COUPLINGS - CAPITAL ELECTRIC,78456412222,CRS CPR22 3/4 IN NO-THREAD COUPLING,12.3971,ok,receipt,Capital Electric,,,0,N,15.66497556,RECEIPT Capital Electric S061626533.001 3/23/26
REV19_LIBRARY,1,CAT 1 - ELECTRICAL SUPPLY - NOLAND / WINSUPPLY AND CAPITAL ELECTRIC,"EMERGENCY STOP, PUSH BUTTONS AND ENCLOSURES - CAPITAL ELECTRIC",78590132012,"SQUARE D 9001KR9R E-STOP PUSH BUTTON, RED",136.9,ok,receipt,Capital Electric,,,0,N,172.98684,RECEIPT Capital Electric S062924393.001 8/3/26
REV19_LIBRARY,1,CAT 1 - ELECTRICAL SUPPLY - NOLAND / WINSUPPLY AND CAPITAL ELECTRIC,"EMERGENCY STOP, PUSH BUTTONS AND ENCLOSURES - CAPITAL ELECTRIC",78590188000,SQUARE D 9001KA1 CONTACT BLOCK,45.26,ok,receipt,Capital Electric,,,0,N,57.190536,RECEIPT Capital Electric S062924393.001 8/3/26
REV19_LIBRARY,1,CAT 1 - ELECTRICAL SUPPLY - NOLAND / WINSUPPLY AND CAPITAL ELECTRIC,"EMERGENCY STOP, PUSH BUTTONS AND ENCLOSURES - CAPITAL ELECTRIC",78351058010,HOFFMAN E1PB - ONE HOLE PUSH BUTTON ENCLOSURE,128.47,ok,receipt,Capital Electric,,,0,N,162.334692,RECEIPT Capital Electric S062924393.001 8/3/26
REV19_LIBRARY,1,CAT 1 - ELECTRICAL SUPPLY - NOLAND / WINSUPPLY AND CAPITAL ELECTRIC,BREAKERS AND PANEL PARTS - CAPITAL ELECTRIC,78668536188,CUTLER-HAMMER CHF220 2P 20A BREAKER,63.27,ok,receipt,Capital Electric,,,0,N,79.947972,RECEIPT Capital Electric S062466215.001 6/16/26
REV19_LIBRARY,1,CAT 1 - ELECTRICAL SUPPLY - NOLAND / WINSUPPLY AND CAPITAL ELECTRIC,CONDUIT NIPPLES AND COUPLINGS - NOLAND,1/2 BLK 150 MI SQR HD PLUG C,1/2 BLK 150 MI SQR HD PLUG CN,1.0413,ok,estimate,Noland,-,,0,N,1.31578668,OCR off a scanned Noland invoice - VERIFY
REV19_LIBRARY,1,CAT 1 - ELECTRICAL SUPPLY - NOLAND / WINSUPPLY AND CAPITAL ELECTRIC,CONDUIT NIPPLES AND COUPLINGS - NOLAND,52,3/4 GALV TUBULAR COUP,3.1931,ok,receipt,Noland,,,0,N,4.03480116,RECEIPT Noland 396156 8/18/26. OCR read - VERIFY
REV19_LIBRARY,1,CAT 1 - ELECTRICAL SUPPLY - NOLAND / WINSUPPLY AND CAPITAL ELECTRIC,CONDUIT NIPPLES AND COUPLINGS - NOLAND,6452112,3/4X1-1/2 GALV NIPPLE,2.9226,ok,receipt,Noland,,,0,N,3.69299736,RECEIPT Noland 395283 6/26/26
REV19_LIBRARY,1,CAT 1 - ELECTRICAL SUPPLY - NOLAND / WINSUPPLY AND CAPITAL ELECTRIC,CONDUIT NIPPLES AND COUPLINGS - NOLAND,645210,3/4X10 GALV NIPPLE,14.3853,ok,receipt,Noland,,,0,N,18.17726508,RECEIPT Noland 395283 6/26/26
REV19_LIBRARY,1,CAT 1 - ELECTRICAL SUPPLY - NOLAND / WINSUPPLY AND CAPITAL ELECTRIC,CONDUIT NIPPLES AND COUPLINGS - NOLAND,645212,3/4X12 GALV NIPPLE,15.9218,ok,receipt,Noland,,,0,N,20.11878648,RECEIPT Noland 395483 7/31/26
REV19_LIBRARY,1,CAT 1 - ELECTRICAL SUPPLY - NOLAND / WINSUPPLY AND CAPITAL ELECTRIC,CONDUIT NIPPLES AND COUPLINGS - NOLAND,64522,3/4X2 GALV NIPPLE,2.1698,ok,receipt,Noland,,,0,N,2.74175928,RECEIPT Noland 395283 6/26/26
REV19_LIBRARY,1,CAT 1 - ELECTRICAL SUPPLY - NOLAND / WINSUPPLY AND CAPITAL ELECTRIC,CONDUIT NIPPLES AND COUPLINGS - NOLAND,6452212,3/4X2-1/2 GALV NIPPLE,3.8057,ok,receipt,Noland,,,0,N,4.80888252,RECEIPT Noland 395283 6/26/26
REV19_LIBRARY,1,CAT 1 - ELECTRICAL SUPPLY - NOLAND / WINSUPPLY AND CAPITAL ELECTRIC,CONDUIT NIPPLES AND COUPLINGS - NOLAND,64523,3/4X3 GALV NIPPLE,3.425,ok,receipt,Noland,,,0,N,4.32783,RECEIPT Noland 396156 8/18/26
REV19_LIBRARY,1,CAT 1 - ELECTRICAL SUPPLY - NOLAND / WINSUPPLY AND CAPITAL ELECTRIC,CONDUIT NIPPLES AND COUPLINGS - NOLAND,6452312,3/4X3-1/2 GALV NIPPLE,4.5894,ok,receipt,Noland,,,0,N,5.79916584,RECEIPT Noland 396156 8/18/26
REV19_LIBRARY,1,CAT 1 - ELECTRICAL SUPPLY - NOLAND / WINSUPPLY AND CAPITAL ELECTRIC,CONDUIT NIPPLES AND COUPLINGS - NOLAND,64524,3/4X4 GALV NIPPLE,3.1829,ok,receipt,Noland,,,0,N,4.02191244,RECEIPT Noland 395283 7/21/26
REV19_LIBRARY,1,CAT 1 - ELECTRICAL SUPPLY - NOLAND / WINSUPPLY AND CAPITAL ELECTRIC,CONDUIT NIPPLES AND COUPLINGS - NOLAND,5572,3/4X4-1/2 GALV COND NPL,3.87,ok,receipt,Noland,,,0,N,4.890132,RECEIPT Noland 395483 7/21/26
REV19_LIBRARY,1,CAT 1 - ELECTRICAL SUPPLY - NOLAND / WINSUPPLY AND CAPITAL ELECTRIC,CONDUIT NIPPLES AND COUPLINGS - NOLAND,64525,3/4X5 GALV NIPPLE,3.6609,ok,receipt,Noland,,,0,N,4.62591324,RECEIPT Noland 395678 7/21/26. OCR read - VERIFY
REV19_LIBRARY,1,CAT 1 - ELECTRICAL SUPPLY - NOLAND / WINSUPPLY AND CAPITAL ELECTRIC,CONDUIT NIPPLES AND COUPLINGS - NOLAND,5574,3/4X5-1/2 GALV COND NPL,4.71,ok,receipt,Noland,,,0,N,5.951556,RECEIPT Noland 395483 7/21/26
REV19_LIBRARY,1,CAT 1 - ELECTRICAL SUPPLY - NOLAND / WINSUPPLY AND CAPITAL ELECTRIC,CONDUIT NIPPLES AND COUPLINGS - NOLAND,64526,3/4X6 GALV NIPPLE,4.2544,ok,receipt,Noland,,,0,N,5.37585984,RECEIPT Noland 395283 6/26/26. OCR read - VERIFY
REV19_LIBRARY,1,CAT 1 - ELECTRICAL SUPPLY - NOLAND / WINSUPPLY AND CAPITAL ELECTRIC,CONDUIT NIPPLES AND COUPLINGS - NOLAND,64528,3/4X8 GALV NIPPLE,9.3619,ok,receipt,Noland,,,0,N,11.82969684,RECEIPT Noland 395283 7/8/26
REV19_LIBRARY,1,CAT 1 - ELECTRICAL SUPPLY - NOLAND / WINSUPPLY AND CAPITAL ELECTRIC,CONDUIT NIPPLES AND COUPLINGS - NOLAND,6452,3/4XCL GALV NIPPLE,1.9113,ok,receipt,Noland,,,0,N,2.41511868,RECEIPT Noland 395483 7/31/26
REV19_LIBRARY,1,CAT 1 - ELECTRICAL SUPPLY - NOLAND / WINSUPPLY AND CAPITAL ELECTRIC,EMT AND COMBINATION FITTINGS - NOLAND,651S,1/2 STL CMPRN EMT CONN,0.3945,ok,receipt,Noland,,,0,N,0.4984902,RECEIPT Noland 395283 7/8/26
REV19_LIBRARY,1,CAT 1 - ELECTRICAL SUPPLY - NOLAND / WINSUPPLY AND CAPITAL ELECTRIC,EMT AND COMBINATION FITTINGS - NOLAND,852S,3/4 3PC STL CPLG,8.9263,ok,receipt,Noland,,,0,N,11.27927268,RECEIPT Noland 395283 7/8/26
REV19_LIBRARY,1,CAT 1 - ELECTRICAL SUPPLY - NOLAND / WINSUPPLY AND CAPITAL ELECTRIC,EMT AND COMBINATION FITTINGS - NOLAND,352SS,3/4 RGD&EMT COMB PULL EL,7.4288,ok,estimate,Noland,-,,0,N,9.38703168,OCR off a scanned Noland invoice - VERIFY
REV19_LIBRARY,1,CAT 1 - ELECTRICAL SUPPLY - NOLAND / WINSUPPLY AND CAPITAL ELECTRIC,EMT AND COMBINATION FITTINGS - NOLAND,652S,3/4 STL CMPRN EMT CONN,0.3836,ok,receipt,Noland,,,0,N,0.48471696,RECEIPT Noland 396156 8/18/26
REV19_LIBRARY,1,CAT 1 - ELECTRICAL SUPPLY - NOLAND / WINSUPPLY AND CAPITAL ELECTRIC,EMT AND COMBINATION FITTINGS - NOLAND,662S,3/4 STL CMPRN EMT CPLG,0.4521,ok,receipt,Noland,,,0,N,0.57127356,RECEIPT Noland 396156 8/18/26
REV19_LIBRARY,1,CAT 1 - ELECTRICAL SUPPLY - NOLAND / WINSUPPLY AND CAPITAL ELECTRIC,EMT AND COMBINATION FITTINGS - NOLAND,642S,3/4 STL S/SCR EMT CPLG,0.4779,ok,receipt,Noland,,,0,N,0.60387444,RECEIPT Noland 396156 8/18/26
REV19_LIBRARY,1,CAT 1 - ELECTRICAL SUPPLY - NOLAND / WINSUPPLY AND CAPITAL ELECTRIC,"EXPLOSION PROOF, UNILETS, SEALS AND CONDUIT BODIES - NOLAND",PLG-50R,1/2 RECESSED PLUG,6.2753,ok,receipt,Noland,,,0,N,7.92946908,RECEIPT Noland 395678 8/11/26
REV19_LIBRARY,1,CAT 1 - ELECTRICAL SUPPLY - NOLAND / WINSUPPLY AND CAPITAL ELECTRIC,"EXPLOSION PROOF, UNILETS, SEALS AND CONDUIT BODIES - NOLAND",RB10075,1X3/4 RED BUSHING,4.2481,ok,receipt,Noland,,,0,N,5.36789916,RECEIPT Noland 396156 8/18/26
REV19_LIBRARY,1,CAT 1 - ELECTRICAL SUPPLY - NOLAND / WINSUPPLY AND CAPITAL ELECTRIC,"EXPLOSION PROOF, UNILETS, SEALS AND CONDUIT BODIES - NOLAND",RB4TZ,1X3/4 RGD RED BSHG,2.0073,ok,estimate,Noland,-,,0,N,2.53642428,OCR off a scanned Noland invoice - VERIFY
REV19_LIBRARY,1,CAT 1 - ELECTRICAL SUPPLY - NOLAND / WINSUPPLY AND CAPITAL ELECTRIC,"EXPLOSION PROOF, UNILETS, SEALS AND CONDUIT BODIES - NOLAND",ELBY-75,3/4 90D CAPPED ELL,34.3477,ok,receipt,Noland,,,0,N,43.40175372,RECEIPT Noland 395483 7/21/26. OCR read - VERIFY
REV19_LIBRARY,1,CAT 1 - ELECTRICAL SUPPLY - NOLAND / WINSUPPLY AND CAPITAL ELECTRIC,"EXPLOSION PROOF, UNILETS, SEALS AND CONDUIT BODIES - NOLAND",UNF75NR,3/4 FEMALE UNION,21.1374,ok,receipt,Noland,,,0,N,26.70921864,RECEIPT Noland 396181 8/19/26
REV19_LIBRARY,1,CAT 1 - ELECTRICAL SUPPLY - NOLAND / WINSUPPLY AND CAPITAL ELECTRIC,"EXPLOSION PROOF, UNILETS, SEALS AND CONDUIT BODIES - NOLAND",GRLB75,3/4 JCT UNILET,89.736,ok,receipt,Noland,,,0,N,113.3904096,RECEIPT Noland 396156 8/18/26
REV19_LIBRARY,1,CAT 1 - ELECTRICAL SUPPLY - NOLAND / WINSUPPLY AND CAPITAL ELECTRIC,"EXPLOSION PROOF, UNILETS, SEALS AND CONDUIT BODIES - NOLAND",GRUJ-2P,3/4 JCT UNILET,105.2157,ok,estimate,Noland,-,,0,N,132.95055852,OCR off a scanned Noland invoice - VERIFY
REV19_LIBRARY,1,CAT 1 - ELECTRICAL SUPPLY - NOLAND / WINSUPPLY AND CAPITAL ELECTRIC,"EXPLOSION PROOF, UNILETS, SEALS AND CONDUIT BODIES - NOLAND",EYF-75,3/4 MALL COND SEAL,34.7996,ok,receipt,Noland,,,0,N,43.97277456,RECEIPT Noland 396156 8/18/26
REV19_LIBRARY,1,CAT 1 - ELECTRICAL SUPPLY - NOLAND / WINSUPPLY AND CAPITAL ELECTRIC,"EXPLOSION PROOF, UNILETS, SEALS AND CONDUIT BODIES - NOLAND",202,3/4 RGD W/T HUB,8.268,ok,receipt,Noland,,,0,N,10.4474448,RECEIPT Noland 396156 8/18/26. OCR read - VERIFY
REV19_LIBRARY,1,CAT 1 - ELECTRICAL SUPPLY - NOLAND / WINSUPPLY AND CAPITAL ELECTRIC,ELECTRICAL TOOLS - NOLAND,DMD-129,29-PIECE DRILL BIT SET,115.2,ok,estimate,Noland,-,,0,N,145.56672,OCR off a scanned Noland invoice - VERIFY
REV19_LIBRARY,1,CAT 1 - ELECTRICAL SUPPLY - NOLAND / WINSUPPLY AND CAPITAL ELECTRIC,WIRE - PER FOOT. FREIGHT IS A PER FOOT ADDER.,22964101,12-19 CU THHN BLK,0.3416,ok,receipt,Noland,,,0.1,N,0.53164576,RECEIPT Noland 395678 7/21/26
REV19_LIBRARY,1,CAT 1 - ELECTRICAL SUPPLY - NOLAND / WINSUPPLY AND CAPITAL ELECTRIC,WIRE - PER FOOT. FREIGHT IS A PER FOOT ADDER.,22971601,12-19 CU THHN BRN,0.228,ok,receipt,Noland,,,0.1,N,0.3881008,RECEIPT Noland 396156 8/18/26. OCR read - VERIFY
REV19_LIBRARY,1,CAT 1 - ELECTRICAL SUPPLY - NOLAND / WINSUPPLY AND CAPITAL ELECTRIC,WIRE - PER FOOT. FREIGHT IS A PER FOOT ADDER.,22968221,12-19 CU THHN GRN,0.3515,ok,receipt,Noland,,,0.1,N,0.5441554,RECEIPT Noland 395678 7/21/26
REV19_LIBRARY,1,CAT 1 - ELECTRICAL SUPPLY - NOLAND / WINSUPPLY AND CAPITAL ELECTRIC,WIRE - PER FOOT. FREIGHT IS A PER FOOT ADDER.,22972401,12-19 CU THHN GRY,0.228,ok,receipt,Noland,,,0.1,N,0.3881008,RECEIPT Noland 396156 8/18/26
REV19_LIBRARY,1,CAT 1 - ELECTRICAL SUPPLY - NOLAND / WINSUPPLY AND CAPITAL ELECTRIC,WIRE - PER FOOT. FREIGHT IS A PER FOOT ADDER.,22970801,12-19 CU THHN ORG,0.1711,ok,receipt,Noland,,,0.1,N,0.31620196,RECEIPT Noland 396156 8/18/26. OCR read - VERIFY
REV19_LIBRARY,1,CAT 1 - ELECTRICAL SUPPLY - NOLAND / WINSUPPLY AND CAPITAL ELECTRIC,WIRE - PER FOOT. FREIGHT IS A PER FOOT ADDER.,22965857,12-19 CU THHN WHT,0.2975,ok,receipt,Noland,,,0.1,N,0.475921,RECEIPT Noland 395678 7/21/26
REV19_LIBRARY,1,CAT 1 - ELECTRICAL SUPPLY - NOLAND / WINSUPPLY AND CAPITAL ELECTRIC,WIRE - PER FOOT. FREIGHT IS A PER FOOT ADDER.,12-19 CU THHN WIRE - BLACK,12-19 CU THHN WIRE - BLACK,0.2975,ok,estimate,Noland,-,,0,N,0.375921,OCR off a scanned Noland invoice - VERIFY
REV19_LIBRARY,1,CAT 1 - ELECTRICAL SUPPLY - NOLAND / WINSUPPLY AND CAPITAL ELECTRIC,WIRE - PER FOOT. FREIGHT IS A PER FOOT ADDER.,12-19 CU THHN WIRE - GREEN,12-19 CU THHN WIRE - GREEN,0.2975,ok,estimate,Noland,-,,0,N,0.375921,OCR off a scanned Noland invoice - VERIFY
REV19_LIBRARY,1,CAT 1 - ELECTRICAL SUPPLY - NOLAND / WINSUPPLY AND CAPITAL ELECTRIC,WIRE - PER FOOT. FREIGHT IS A PER FOOT ADDER.,12-19 CU THHN WIRE - WHITE,12-19 CU THHN WIRE - WHITE,0.2975,ok,estimate,Noland,-,,0,N,0.375921,OCR off a scanned Noland invoice - VERIFY
REV19_LIBRARY,1,CAT 1 - ELECTRICAL SUPPLY - NOLAND / WINSUPPLY AND CAPITAL ELECTRIC,WIRE - PER FOOT. FREIGHT IS A PER FOOT ADDER.,22955957,14-19 CU THHN BLK,0.1544,ok,estimate,Noland,-,,0.1,N,0.29509984,OCR off a scanned Noland invoice - VERIFY
REV19_LIBRARY,1,CAT 1 - ELECTRICAL SUPPLY - NOLAND / WINSUPPLY AND CAPITAL ELECTRIC,WIRE - PER FOOT. FREIGHT IS A PER FOOT ADDER.,22959101,14-19 CU THHN GRN,0.1544,ok,estimate,Noland,-,,0.1,N,0.29509984,OCR off a scanned Noland invoice - VERIFY
REV19_LIBRARY,1,CAT 1 - ELECTRICAL SUPPLY - NOLAND / WINSUPPLY AND CAPITAL ELECTRIC,WIRE - PER FOOT. FREIGHT IS A PER FOOT ADDER.,22956701,14-19 CU THHN WHT,0.1544,ok,estimate,Noland,-,,0.1,N,0.29509984,OCR off a scanned Noland invoice - VERIFY
REV19_LIBRARY,1,CAT 1 - ELECTRICAL SUPPLY - NOLAND / WINSUPPLY AND CAPITAL ELECTRIC,WIRE - PER FOOT. FREIGHT IS A PER FOOT ADDER.,FEP-18-02-OAS-LK,VEEDER-ROOT PROBE AND SENSOR CABLE - PER FOOT,0.725,ok,receipt,,,,0,N,0.91611,"RECEIPT WCW inv 3214941 5/15/26 $725.00/MFT, freight $0. 10,000 ft to shop stock 12/25-5/26 - COUNT THE SHELF"
REV19_LIBRARY,1,CAT 1 - ELECTRICAL SUPPLY - NOLAND / WINSUPPLY AND CAPITAL ELECTRIC,WIRE - PER FOOT. FREIGHT IS A PER FOOT ADDER.,FEP-CAT6,CAT6 PLENUM CABLE - PER FOOT,1.498,ok,receipt,,,,0,N,1.8928728,"RECEIPT WCW inv 2035385 3/29/21 $1,498.00/MFT, freight $0. 5 YRS OLD - get a current number"
REV19_LIBRARY,1,CAT 1 - ELECTRICAL SUPPLY - NOLAND / WINSUPPLY AND CAPITAL ELECTRIC,WIRE - PER FOOT. FREIGHT IS A PER FOOT ADDER.,INTERCOM 4 COND,"INTERCOM, 4 CONDUCTOR - PER FOOT",1.9209,ok,estimate,,,,0,N,2.42724924,RPS price list - NO RECEIPT
REV19_LIBRARY,1,CAT 1 - ELECTRICAL SUPPLY - NOLAND / WINSUPPLY AND CAPITAL ELECTRIC,WIRE - PER FOOT. FREIGHT IS A PER FOOT ADDER.,036015-1012,DATA TWISTED PAIR 18-1P TFFN - PER FOOT,0.315,ok,receipt,,,,0,N,0.398034,"RECEIPT WCW inv 3232238 6/9/26 $315.00/MFT, freight $0. Twisted to order, 2-3 days"
REV19_LIBRARY,2,"CAT 2 - HARD PIPE AND FITTINGS - NOLAND / WINSUPPLY IS THE PIPE VENDOR NOW, NOT FERGUSON",4 INCH RISERS FOR THE SPILL CONTAINER - NOLAND,IBNPP,4 IN x 4 IN BLACK STEEL NIPPLE - SHORT RISER,24.4967,ok,receipt,Noland,,,0,N,30.95403012,RECEIPT Noland 395902 8/5/26
REV19_LIBRARY,2,"CAT 2 - HARD PIPE AND FITTINGS - NOLAND / WINSUPPLY IS THE PIPE VENDOR NOW, NOT FERGUSON",4 INCH RISERS FOR THE SPILL CONTAINER - NOLAND,IBNP12,4 IN x 12 IN BLACK STEEL NIPPLE - RISER,46.0641,ok,receipt,Noland,,,0,N,58.20659676,RECEIPT Noland 395678 8/11/26
REV19_LIBRARY,2,"CAT 2 - HARD PIPE AND FITTINGS - NOLAND / WINSUPPLY IS THE PIPE VENDOR NOW, NOT FERGUSON",4 INCH RISERS FOR THE SPILL CONTAINER - NOLAND,IBNP18,4 IN x 18 IN BLACK STEEL NIPPLE - LONG RISER,72.431,ok,receipt,Noland,,,0,N,91.5238116,RECEIPT Noland 395902 8/5/26
REV19_LIBRARY,2,"CAT 2 - HARD PIPE AND FITTINGS - NOLAND / WINSUPPLY IS THE PIPE VENDOR NOW, NOT FERGUSON",1-1/2 INCH - BLACK AND GALVANIZED - NOLAND,1-1/2 BLK 150 MI 90 ELBOW CN,1-1/2 BLK 150 MI 90 ELBOW CN,4.5952,ok,receipt,Noland,,,0,N,5.80649472,RECEIPT Noland 395283 6/26/26
REV19_LIBRARY,2,"CAT 2 - HARD PIPE AND FITTINGS - NOLAND / WINSUPPLY IS THE PIPE VENDOR NOW, NOT FERGUSON",1-1/2 INCH - BLACK AND GALVANIZED - NOLAND,1-1/2 BLK 150 MI CAP CN,1-1/2 BLK 150 MI CAP CN,3.2939,ok,receipt,Noland,,,0,N,4.16217204,RECEIPT Noland 395035 6/16/26
REV19_LIBRARY,2,"CAT 2 - HARD PIPE AND FITTINGS - NOLAND / WINSUPPLY IS THE PIPE VENDOR NOW, NOT FERGUSON",1-1/2 INCH - BLACK AND GALVANIZED - NOLAND,1-1/2 BLK 150 MI COUPLING CN,1-1/2 BLK 150 MI COUPLING CN,4.5849,ok,receipt,Noland,,,0,N,5.79347964,RECEIPT Noland 395283 6/26/26
REV19_LIBRARY,2,"CAT 2 - HARD PIPE AND FITTINGS - NOLAND / WINSUPPLY IS THE PIPE VENDOR NOW, NOT FERGUSON",1-1/2 INCH - BLACK AND GALVANIZED - NOLAND,1-1/2 BLK 150 MI SQR PLUG CN,1-1/2 BLK 150 MI SQR PLUG CN,2.5128,ok,receipt,Noland,,,0,N,3.17517408,RECEIPT Noland 395283 6/26/26
REV19_LIBRARY,2,"CAT 2 - HARD PIPE AND FITTINGS - NOLAND / WINSUPPLY IS THE PIPE VENDOR NOW, NOT FERGUSON",1-1/2 INCH - BLACK AND GALVANIZED - NOLAND,1-1/2 BLK 150 MI TEE CN,1-1/2 BLK 150 MI TEE CN,10.1807,ok,receipt,Noland,,,0,N,12.86433252,RECEIPT Noland 395283 6/26/26
REV19_LIBRARY,2,"CAT 2 - HARD PIPE AND FITTINGS - NOLAND / WINSUPPLY IS THE PIPE VENDOR NOW, NOT FERGUSON",1-1/2 INCH - BLACK AND GALVANIZED - NOLAND,1-1/2 BLK 150 MI UNION CN,1-1/2 BLK 150 MI UNION CN,18.6401,ok,receipt,Noland,,,0,N,23.55363036,RECEIPT Noland 395283 6/26/26
REV19_LIBRARY,2,"CAT 2 - HARD PIPE AND FITTINGS - NOLAND / WINSUPPLY IS THE PIPE VENDOR NOW, NOT FERGUSON",1-1/2 INCH - BLACK AND GALVANIZED - NOLAND,1-1/2 GALV 150 MI 90 ELBOW C,1-1/2 GALV 150 MI 90 ELBOW CN,7.4346,ok,receipt,Noland,,,0,N,9.39436056,RECEIPT Noland 395283 7/8/26
REV19_LIBRARY,2,"CAT 2 - HARD PIPE AND FITTINGS - NOLAND / WINSUPPLY IS THE PIPE VENDOR NOW, NOT FERGUSON",1-1/2 INCH - BLACK AND GALVANIZED - NOLAND,1-1/2 GALV 150 MI CAP TH,1-1/2 GALV 150 MI CAP TH,5.07,ok,receipt,Noland,,,0,N,6.406452,RECEIPT Noland 395283 7/8/26
REV19_LIBRARY,2,"CAT 2 - HARD PIPE AND FITTINGS - NOLAND / WINSUPPLY IS THE PIPE VENDOR NOW, NOT FERGUSON",1-1/2 INCH - BLACK AND GALVANIZED - NOLAND,1-1/2 GALV 150 MI SQR PLUG T,1-1/2 GALV 150 MI SQR PLUG TH,5.44,ok,receipt,Noland,,,0,N,6.873984,RECEIPT Noland 395283 7/8/26
REV19_LIBRARY,2,"CAT 2 - HARD PIPE AND FITTINGS - NOLAND / WINSUPPLY IS THE PIPE VENDOR NOW, NOT FERGUSON",1-1/2 INCH - BLACK AND GALVANIZED - NOLAND,1-1/2 GALV 150 MI TEE CN,1-1/2 GALV 150 MI TEE CN,14.1595,ok,receipt,Noland,,,0,N,17.8919442,RECEIPT Noland 395283 7/8/26
REV19_LIBRARY,2,"CAT 2 - HARD PIPE AND FITTINGS - NOLAND / WINSUPPLY IS THE PIPE VENDOR NOW, NOT FERGUSON",1-1/2 INCH - BLACK AND GALVANIZED - NOLAND,1-1/2 GALV 150 MI UNION CN,1-1/2 GALV 150 MI UNION CN,20.0035,ok,receipt,Noland,,,0,N,25.2764226,RECEIPT Noland 395902 8/11/26
REV19_LIBRARY,2,"CAT 2 - HARD PIPE AND FITTINGS - NOLAND / WINSUPPLY IS THE PIPE VENDOR NOW, NOT FERGUSON",1-1/2 INCH - BLACK AND GALVANIZED - NOLAND,1-1/2X10 GALV STL NIPL IMP,1-1/2X10 GALV STL NIPL IMP,18.7891,ok,estimate,Noland,-,,0,N,23.74190676,OCR off a scanned Noland invoice - VERIFY
REV19_LIBRARY,2,"CAT 2 - HARD PIPE AND FITTINGS - NOLAND / WINSUPPLY IS THE PIPE VENDOR NOW, NOT FERGUSON",1-1/2 INCH - BLACK AND GALVANIZED - NOLAND,1-1/2X11 BLK STL NIPL IMP,1-1/2X11 BLK STL NIPL IMP,11.253,ok,receipt,Noland,,,0,N,14.2192908,RECEIPT Noland 395283 7/8/26
REV19_LIBRARY,2,"CAT 2 - HARD PIPE AND FITTINGS - NOLAND / WINSUPPLY IS THE PIPE VENDOR NOW, NOT FERGUSON",1-1/2 INCH - BLACK AND GALVANIZED - NOLAND,1-1/2X11 GALV STL NIPL IMP,1-1/2X11 GALV STL NIPL IMP,15.3598,ok,receipt,Noland,,,0,N,19.40864328,RECEIPT Noland 395283 6/26/26
REV19_LIBRARY,2,"CAT 2 - HARD PIPE AND FITTINGS - NOLAND / WINSUPPLY IS THE PIPE VENDOR NOW, NOT FERGUSON",1-1/2 INCH - BLACK AND GALVANIZED - NOLAND,1-1/2X12 BLK STL NIPL IMP,1-1/2X12 BLK STL NIPL IMP,11.9038,ok,receipt,Noland,,,0,N,15.04164168,RECEIPT Noland 395283 6/26/26
REV19_LIBRARY,2,"CAT 2 - HARD PIPE AND FITTINGS - NOLAND / WINSUPPLY IS THE PIPE VENDOR NOW, NOT FERGUSON",1-1/2 INCH - BLACK AND GALVANIZED - NOLAND,1-1/2X12 GALV STL NIPL IMP,1-1/2X12 GALV STL NIPL IMP,14.5648,ok,receipt,Noland,,,0,N,18.40408128,RECEIPT Noland 395283 6/26/26
REV19_LIBRARY,2,"CAT 2 - HARD PIPE AND FITTINGS - NOLAND / WINSUPPLY IS THE PIPE VENDOR NOW, NOT FERGUSON",1-1/2 INCH - BLACK AND GALVANIZED - NOLAND,1-1/2X2-1/2 BLK STL NIPL IMP,1-1/2X2-1/2 BLK STL NIPL IMP,3.4611,ok,receipt,Noland,,,0,N,4.37344596,RECEIPT Noland 395283 6/26/26
REV19_LIBRARY,2,"CAT 2 - HARD PIPE AND FITTINGS - NOLAND / WINSUPPLY IS THE PIPE VENDOR NOW, NOT FERGUSON",1-1/2 INCH - BLACK AND GALVANIZED - NOLAND,1-1/2X2-1/2 GALV STL NIPL IM,1-1/2X2-1/2 GALV STL NIPL IMP,4.3612,ok,receipt,Noland,,,0,N,5.51081232,RECEIPT Noland 396156 8/18/26
REV19_LIBRARY,2,"CAT 2 - HARD PIPE AND FITTINGS - NOLAND / WINSUPPLY IS THE PIPE VENDOR NOW, NOT FERGUSON",1-1/2 INCH - BLACK AND GALVANIZED - NOLAND,1-1/2X3 BLK STL NIPL IMP,1-1/2X3 BLK STL NIPL IMP,3.8002,ok,receipt,Noland,,,0,N,4.80193272,RECEIPT Noland 395283 6/26/26
