source,category,category_name,subcategory,part_number,description,unit_cost,price_status,price_kind,vendor,vendor_invoice,price_date,freight_unit,markup_flag,sell_unit,source_note
PRICE_BOOK,,CATEGORY 10 - DISPOSABLES AND MISC,,Spray paint and caution tape,81.99,,PRICE NEEDED,book,,,,0,,,[2020]
PRICE_BOOK,,CATEGORY 10 - DISPOSABLES AND MISC,,Nitrogen tank / nitrogen,27.00 [2020] / 72.50 [17703],,PRICE NEEDED,book,,,,0,,,conflict
PRICE_BOOK,,CATEGORY 10 - DISPOSABLES AND MISC,,"Hardware, nuts and bolts",37.89,,PRICE NEEDED,book,,,,0,,,[2020]
PRICE_BOOK,,CATEGORY 10 - DISPOSABLES AND MISC,,UDC safety cover,78.00,,PRICE NEEDED,book,,,,0,,,[17703]
PRICE_BOOK,,CATEGORY 10 - DISPOSABLES AND MISC,,Chain / key lock,58.34,,PRICE NEEDED,book,,,,0,,,[17703]
PRICE_BOOK,,CATEGORY 10 - DISPOSABLES AND MISC,,"SEI spec acrylic paint, debranding",69.60 / gal,,PRICE NEEDED,book,,,,0,,,[17703]
PRICE_BOOK,,CATEGORY 10 - DISPOSABLES AND MISC,,"Permit fee, Virginia",164.32,,PRICE NEEDED,book,,,,0,,,[2020]
PRICE_BOOK,,"PRE-BUILT ASSEMBLIES (restated at 20% markup, include labor where noted)",,Assembly,Price,,PRICE NEEDED,book,,,,0,,,Labor included?
PRICE_BOOK,,"PRE-BUILT ASSEMBLIES (restated at 20% markup, include labor where noted)",,"Dispenser electrical, Advantage",394.66,,PRICE NEEDED,book,,,,0,,,yes
PRICE_BOOK,,"PRE-BUILT ASSEMBLIES (restated at 20% markup, include labor where noted)",,"Dispenser piping 1.5"" galv",212.87,,PRICE NEEDED,book,,,,0,,,yes
PRICE_BOOK,,"PRE-BUILT ASSEMBLIES (restated at 20% markup, include labor where noted)",,"Dispenser piping 1.5"" black",69.61,,PRICE NEEDED,book,,,,0,,,yes
PRICE_BOOK,,"PRE-BUILT ASSEMBLIES (restated at 20% markup, include labor where noted)",,Dispenser disposables,18.26,,PRICE NEEDED,book,,,,0,,,-
PRICE_BOOK,,"PRE-BUILT ASSEMBLIES (restated at 20% markup, include labor where noted)",,Drop tube disposables,17.72,,PRICE NEEDED,book,,,,0,,,-
PRICE_BOOK,,"PRE-BUILT ASSEMBLIES (restated at 20% markup, include labor where noted)",,UDC cover,197.83,,PRICE NEEDED,book,,,,0,,,includes build labor
PRICE_BOOK,,"PRE-BUILT ASSEMBLIES (restated at 20% markup, include labor where noted)",,UDC sensor guide,119.98,,PRICE NEEDED,book,,,,0,,,-
PRICE_BOOK,,"PRE-BUILT ASSEMBLIES (restated at 20% markup, include labor where noted)",,"STP termination kit FRP, prebuilt",54.41,,PRICE NEEDED,book,,,,0,,,-
PRICE_BOOK,,"PRE-BUILT ASSEMBLIES (restated at 20% markup, include labor where noted)",,"STP termination kit FRP, built on site",29.91,,PRICE NEEDED,book,,,,0,,,-
PRICE_BOOK,,"PRE-BUILT ASSEMBLIES (restated at 20% markup, include labor where noted)",,"STP termination kit Flex, prebuilt",55.19,,PRICE NEEDED,book,,,,0,,,-
PRICE_BOOK,,"PRE-BUILT ASSEMBLIES (restated at 20% markup, include labor where noted)",,"Jumper kit Flex, prebuilt",53.10,,PRICE NEEDED,book,,,,0,,,-
PRICE_BOOK,,"PRE-BUILT ASSEMBLIES (restated at 20% markup, include labor where noted)",,Low voltage disconnect,113.05,,PRICE NEEDED,book,,,,0,,,-
PRICE_BOOK,,"PRE-BUILT ASSEMBLIES (restated at 20% markup, include labor where noted)",,Steel multiport,885.89,,PRICE NEEDED,book,,,,0,,,includes 8 hr labor + weld
PRICE_BOOK,,MAN-HOUR LIBRARY,Small and medium jobs,Job,Scope,,PRICE NEEDED,book,,,,0,,,Hours | Crew | Source
PRICE_BOOK,,MAN-HOUR LIBRARY,Small and medium jobs,20412 Haymarket VA,"Wireless sensor system, full site",60.0,ok,book,,,,0,,,60.00 | - | [20412]
PRICE_BOOK,,MAN-HOUR LIBRARY,Small and medium jobs,240 SHEETZ,"1 product entry boot replacement, PUL",8.5,ok,book,,,,0,,,8.50 | 2 techs x 4.25 | [SHEETZ]
PRICE_BOOK,,MAN-HOUR LIBRARY,Small and medium jobs,660 WAWA,PUL STP sump fiberglass top hat repair,16.25,ok,book,,,,0,,,16.25 | - | [WAWA]
PRICE_BOOK,,MAN-HOUR LIBRARY,Small and medium jobs,660 WAWA,"FL100 / PCI retrofit survey, 3 tanks",8.0,ok,book,,,,0,,,8.00 | - | [WAWA]
PRICE_BOOK,,MAN-HOUR LIBRARY,Small and medium jobs,17703 Martinsburg WV,"Store closure and demo prep, dispensers out",36.75,ok,book,,,,0,,,36.75 | 7 techs x 5.25 | [17703]
PRICE_BOOK,,MAN-HOUR LIBRARY,Small and medium jobs,40044 Fredericksburg VA,"Full remodel, 2 weeks",1002.25,ok,book,,,,0,,,"1,002.25 approx | 12 techs | [2020]"
WEB_VERIFIED,,OPW TANK SUMP LID HARDWARE — the complete set,,**H13214M**,"OPW sump lid gasket / top seal, **33 inch**, polyethylene tank sump",82.88,ok,book,,,,0,,,"**$82.88** | $97.50 | Source North America, 08/25/2026"
WEB_VERIFIED,,OPW TANK SUMP LID HARDWARE — the complete set,,**H13215M**,"OPW sump lid seal, **39 inch** — for the larger sump",,PRICE NEEDED,book,,,,0,,,price not pulled | — | JF Petroleum listing exists
WEB_VERIFIED,,OPW TANK SUMP LID HARDWARE — the complete set,,**H13257M**,"OPW **knob** — the ""thumb nut."" Pisces / FlexWorks poly and fiberglass tank sump, mechanically fastened cover",33.92,ok,book,,,,0,,,"**$33.92** | $39.90 | Source North America, 08/25/2026"
WEB_VERIFIED,,OPW TANK SUMP LID HARDWARE — the complete set,,**H13268M**,OPW FlexWorks tank sump **nut** — required with the H13257M knob,8.25,ok,book,,,,0,,,"**$8.25** | $9.70 | Source North America, 08/25/2026"
WEB_VERIFIED,,OPW TANK SUMP LID HARDWARE — the complete set,,D02025M,33 inch polyethylene FlexWorks sump lid (whole lid),,PRICE NEEDED,book,,,,0,,,price not pulled | — | Source North America
WEB_VERIFIED,,OPW TANK SUMP LID HARDWARE — the complete set,,D02238,"FlexWorks fiberglass tank sump cover assembly, 33 inch, for TSMF-4536 and TSDF-4536",,PRICE NEEDED,book,,,,0,,,price not pulled | — | Source North America
WEB_VERIFIED,,OPW PIPING AND ENTRY FITTINGS,,**REF-0075C**,"OPW Rigid Entry Fitting, 3/4 inch rigid conduit, **nylon**. Minimal exposed rubber, still accommodates ground movement.",134.8,ok,book,,,,0,,,"**$134.80** | Global Fueling Systems, 08/25/2026"
WEB_VERIFIED,,OPW PIPING AND ENTRY FITTINGS,,**REF-4015**,"OPW FlexWorks Rigid Entry Fitting, **4 inch x 1-1/2 inch**",199.2,ok,book,,,,0,,,"**$199.20** | Global Fueling Systems, 08/25/2026"
WEB_VERIFIED,,OPW PIPING AND ENTRY FITTINGS,,**DPC-2150A**,"OPW **1-1/2 inch Double Wall Swage-On Swivel Pipe Coupling, flat gasket, stainless steel.** Interconnects FlexWorks flexible pipe. Must be inside a containment sump — never direct buried.",255.0,ok,book,,,,0,,,"**$255.00** | Global Fueling Systems, 08/25/2026"
WEB_VERIFIED,,OPW PIPING AND ENTRY FITTINGS,,**C15A**,"OPW FlexWorks 1-1/2 inch double wall primary pipe, 1-1/2 in ID x 2 in OD, UL 971 listed",42.59,ok,book,,,,0,,,"**$42.59 / ft** (list $50.10) | Source North America, 08/25/2026"
WEB_VERIFIED,,OPW PIPING AND ENTRY FITTINGS,,**116-7085**,"OPW 4 inch threaded pipe cap, **Duratuff composite**, nitrile seal. Used as the probe riser cap. Composite so the steel riser does not rust the cap on.",66.13,ok,book,,,,0,,,"**$66.13** (list $77.80) | Source North America, 08/25/2026"
WEB_VERIFIED,,STANDING ESTIMATES USED ON GLOBAL 3613 — still need a real number,,"4 inch x 10 FT Sch 40 black steel probe riser, threaded",$245.00 ea,,PRICE NEEDED,book,,,,0,,,Ferguson
WEB_VERIFIED,,STANDING ESTIMATES USED ON GLOBAL 3613 — still need a real number,,"12 inch x 4 inch exterior wire trough, NEMA 3R",$310.00 ea,,PRICE NEEDED,book,,,,0,,,EECO / Capital Tristate
WEB_VERIFIED,,STANDING ESTIMATES USED ON GLOBAL 3613 — still need a real number,,3/4 inch exterior PVC pull 90 / LB condulet,$18.00 ea,,PRICE NEEDED,book,,,,0,,,EECO / Capital Tristate
WEB_VERIFIED,,STANDING ESTIMATES USED ON GLOBAL 3613 — still need a real number,,"#57 stone backfill, delivered",$58.00 / CY,,PRICE NEEDED,book,,,,0,,,Local PG County aggregate
WEB_VERIFIED,,STANDING ESTIMATES USED ON GLOBAL 3613 — still need a real number,,Wire lube and electrical tape (inside Consumables - Electrical),$95.00 lot,,PRICE NEEDED,book,,,,0,,,EECO / Home Depot
WEB_VERIFIED,,STANDING ESTIMATES USED ON GLOBAL 3613 — still need a real number,,Prince George's County MD trade permits,"$3,500.00",,PRICE NEEDED,book,,,,0,,,PG County DPIE
