group,part_number,core_part_number,alt_part_number,description,price,manufacturer,notes
MISC,WU015519-0002,,,CAN BUS With Power Return Mini-MIcro MNL 700 Cable Assembly,28.35,DFS Wayne Parts,
MISC,WU015598-0001,,,PCAP QVGA Black Glass Assembly,157.5,DFS Wayne Parts,
MISC,WU015598-0002,,,Glass Assembly PCAP QVGA White,158.55,DFS Wayne Parts,
MISC,WU015598-0004,,,Glass Assembly PCAP QVGA Without Soft Keys,158.55,DFS Wayne Parts,
MISC,WU015599-0001,,,Ovation2 QVGA Mono PCAP Display Assembly,426.3,DFS Wayne Parts,
MISC,WU015600-0001,,,PCAP QVGA Color Display Assembly,454.65,DFS Wayne Parts,
MISC,WU015602-0001,,,"Glass Assembly PCAP VGA, Black",151.2,DFS Wayne Parts,
MISC,WU015602-0002,,,White PCAP VGA Glass Assembly,156.45,DFS Wayne Parts,
MISC,WU015602-0003,,,"Glass Assembly PCAP VGA, Gray",156.45,DFS Wayne Parts,
MISC,WU015603-0001,,,PCAP VGA Display Assembly,1191.75,DFS Wayne Parts,
MISC,WU015609-F032,,,F032 Grey PCAP Flat Support Blank,48.3,DFS Wayne Parts,
MISC,WU015729-F032,,,"F032 Grey Bezel Assembly With Inserts, Customer Interface, 12 Inch",600.6,DFS Wayne Parts,
MISC,WU015729-W007,,,"Customer Interface Bezel Assembly With Insert, W007 White",600.6,DFS Wayne Parts,
MISC,WU015753-0002,,,"Ovation 2 Gen3 SPP POS 1,3,4,5 UPD Glass Kit Assembly",64.05,DFS Wayne Parts,
MISC,WU015753-0008,,,"Kit, Glass, UPD, Assembly, O2GEN3, SPP POS 1,2,3,4,5",64.05,DFS Wayne Parts,
MISC,WU015753-0017,,,"PPU Glass, Gasket",64.05,DFS Wayne Parts,
MISC,WU015781-0001,,,"Cable Assembly, Pcap, Ovation 2, Low Power Comps",88.2,DFS Wayne Parts,
MISC,WU015789-0001,,,"Wayne Ovation Sales Volume Kit Gen 3, Blank, Black J021",59.85,DFS Wayne Parts,
MISC,WU015789-0002,,,Wayne Ovation Sales Volume Kit Gen 3 Generic Price/Gallon,59.85,DFS Wayne Parts,
MISC,WU015789-0005,,,Wayne Ovation Sales Volume Kit Gen 3 White Price/Gallon,65.1,DFS Wayne Parts,
MISC,WU015789-0006,,,Wayne Ovation2 Sales Volume Kit Gen 3 CHH Gray Sale/Gallon,65.1,DFS Wayne Parts,
MISC,WU015789-0009,,,"Ovation2 Sales Volume Kit Gen 3, Exxon Synergy",61.95,DFS Wayne Parts,
MISC,WU016048-0001,,,Board Pulse Output Solis State Relays 120 Volt AC,206.85,DFS Wayne Parts,
MISC,WU016104-0001,,,"Switch, Product Select",65.1,DFS Wayne Parts,
MISC,WU016373-0001,,,Front Gasket Contactless C150S-NP Card Reader,570.15,DFS Wayne Parts,
MISC,WU016373-0002,,,No Front Gasket Contactless C150S-NP Card Reader,498.75,DFS Wayne Parts,
MISC,WU016373-0003,,,Front Bezel Ring Contactless C150S-NP Card Reader,498.75,DFS Wayne Parts,
MISC,WU016603-0001,,,Helix 1-5 Product UPD Unit Price Display Programmed Board,189,DFS Wayne Parts,
MISC,WU016774-A032,,,Panel Printer Door Assembly Grey A032,99.75,DFS Wayne Parts,
MISC,WU016774-W007,,,Panel Printer Door Assembly White W007,99.75,DFS Wayne Parts,
MISC,WU017029-0001-F032,,,"Panel Barcode Scanner 2D With Inserts, F032 Charcoal Gray",216.3,DFS Wayne Parts,
MISC,WU017170-0001,,,Potted IS Cable Assembly - 1 Pulser/1 Nozzle,93.45,DFS Wayne Parts,
MISC,WU017232-0001,,,Printer Door Pin Hinge,22.05,DFS Wayne Parts,
MISC,WU017253-0001,,,Printer Door Gasket,29.4,DFS Wayne Parts,
MISC,WU017306-0001,,,1.75 Inch Long Tamper-Proof Quick Release Screw,4.2,DFS Wayne Parts,
MISC,WU017404-0001,,,Contactless Panel Gasket,29.4,DFS Wayne Parts,
MISC,WU017429-0001,,,Metal Head Continuous Hinge,42,DFS Wayne Parts,
MISC,WU017446-0001,,,Contactless Bracket,29.4,DFS Wayne Parts,
MISC,WU017533-0001,,,Hybrid Trim SPM Support Bracket,31.5,DFS Wayne Parts,
MISC,WU017569-0001,,,Development Hybrid P95W Card Reader,1191.75,DFS Wayne Parts,
MISC,WU017636-0001,,,Tamper Resistant Torx Key,13.65,DFS Wayne Parts,
MISC,WU017637-0001,,,Helix Dual 3-Product UPD Programmed Display Board,224.7,DFS Wayne Parts,
MISC,WU017718-0001,,,RS485 1.5m Connection Board To Wayne Connect Cable Assembly,57.75,DFS Wayne Parts,
MISC,WU017825-0001,,,"Generic Actuator Decal IPB Kit With Octane 85-93, Diesel, Diesel 2 And E85",12.6,DFS Wayne Parts,
MISC,WU017829-A032,,,Grey A032 Payment Bezel Metal Head,201.6,DFS Wayne Parts,
MISC,WU017831-A032,,,Grey A032 Contactless Panel Option,144.9,DFS Wayne Parts,
MISC,WU017880-0001,,,Ovation Single-Unit PPU Display Board,58.8,DFS Wayne Parts,
MISC,WU017893-0002,,,2 Inch x 8 Inch ADA Right Hole Preset Key Pad,364.35,DFS Wayne Parts,
MISC,WU018027-0001,,,Helix HDR Latch Printer Door,10.5,DFS Wayne Parts,
MISC,WU018046-0001,,,"SWITCH MOD, PTS, MH; EHPM; H-STYLE; AUS",70.35,DFS Wayne Parts,
MISC,WU018047,,,Quick Release Retaining Ring,3.15,DFS Wayne Parts,
MISC,WU018122-0001,,,"Lower Skin Side Panel OVR, F032 Grey",14.7,DFS Wayne Parts,
MISC,WU018167-0001,,,Ovation2 Gen 3 PPU Price Per Unit Visor Kit,37.8,DFS Wayne Parts,
MISC,WU018174-0004,,,Single Potted Ni Short MH HCM H-Style Proportional Solenoid Valve,306.6,DFS Wayne Parts,
MISC,WU018336-0001,,,SPM To Printer Cable Assembly,53.55,DFS Wayne Parts,
MISC,WU018337-0002,,,Video iX To QVGA Cable Assembly,40.95,DFS Wayne Parts,
MISC,WU018347-0001,,,Select Series Sales/Volume And Unit Price I/F Programmed Display Board,153.3,DFS Wayne Parts,
MISC,WU018414-0001,,,"Cable Assembly, PCAP Switches, Helix",44.1,DFS Wayne Parts,
MISC,WU018505-0001,,,"Anthem UX Display Board, Programmed, Sales Volume And Unit Price, Secondary",232.05,DFS Wayne Parts,
MISC,WU018538-0004,,,B039 Blue SPM Hybrid Card Reader Trim Kit,71.4,DFS Wayne Parts,
MISC,WU018538-0007,,,F032 Grey SPM Hybrid Card Reader Trim Kit,71.4,DFS Wayne Parts,
MISC,WU018538-0008,,,F080 Grey SPM Hybrid Card Reader Trim Kit,71.4,DFS Wayne Parts,
MISC,WU018538-0009,,,W007 White SPM Hybrid Card Reader Trim Kit,71.4,DFS Wayne Parts,
MISC,WU018547,,,Dual Moulded UPD Adapter,8.4,DFS Wayne Parts,
MISC,WU018697-0001,,,Sankyo Card Reader Lock Light Status Instruction Label Warning Decal Kit,13.65,DFS Wayne Parts,
MISC,WU018887-0001,,,SPM To Generic 5-Card Reader Cable Assembly,35.7,DFS Wayne Parts,
MISC,WU018904-0002,,,PCI 5 Hybrid Development Injected Card Reader,521.85,DFS Wayne Parts,
MISC,WU019218-0001,,,10.4 Inch Capacitive Softkey Fish Paper Insulation,4.2,DFS Wayne Parts,
MISC,WU019232-0001,,,Ovation Universal Conversion Frame,1211.7,DFS Wayne Parts,
MISC,WU019240-0003,,,"IOTV Mini PC, Z83 II, Edge Module",610.05,DFS Wayne Parts,
MISC,WU019250-0001,,,M4 10mm VS Mathread Zinc-Plated Lubricated CSK Socket Cap Screw,6.3,DFS Wayne Parts,
MISC,WU019250-0009,,,"M4 x 12 Mm Mathread, Zinc Plated, Lubricated Screw",6.3,DFS Wayne Parts,
MISC,WU019307-A032,,,"Push-Button PTS Assembly With Dome And Magnet, Valox, Grey A032",69.3,DFS Wayne Parts,
MISC,WU019498-0001,,,"Iotv 1-1/2 M Cable Assembly, Nema 5-15P Type B To IEC-320-C5",18.9,DFS Wayne Parts,
MISC,WU019517-0001,,,Dual Display Slave Bit Bus Cable Assembly,52.5,DFS Wayne Parts,
MISC,WU019634-0002,,,Cable Assembly LVDS ANTX CNTRLR BRD To Dispenser Cable Straight,52.5,DFS Wayne Parts,
MISC,WU019852-0001,,,Wireless Access Point + Converter And Switch Module,1327.2,DFS Wayne Parts,
MISC,WU019853-0001,,,DFS Cleths Converter In-Dispenser Unit (1 Per Dispenser),1058.4,DFS Wayne Parts,
MISC,WU019854-0001,,,DFS Wireless Connect Access Point (1 Per Site),719.25,DFS Wayne Parts,
MISC,WU019855-0001,,,DFS Wireless Connect Subscriber Unit - (1) Required Per Dispenser,637.35,DFS Wayne Parts,
MISC,WU019984-0001,,,Anthem TR Module Scanner,493.5,DFS Wayne Parts,
MISC,WU020178-0001,,,Anthem UX Side A 24 Volt Printer Cable Assembly,19.95,DFS Wayne Parts,
MISC,WU020178-0002,,,Anthem UX Side B 24 Volt Printer Cable Assembly,19.95,DFS Wayne Parts,
MISC,WU020181-0001,,,Anthem Contactless Reader Decal Sticker,16.8,DFS Wayne Parts,
MISC,WU020187-0001,,,Anthem UX Controller CPU Board To Touch Sensor Board Cable Assembly,36.75,DFS Wayne Parts,
MISC,WU020250-0001,,,Anthem Programmed EPD Display Board,205.8,DFS Wayne Parts,
MISC,WU020365-0001,,,Wireless Access Point Radio Module,769.65,DFS Wayne Parts,
MISC,WU020377-0001,,,Anthem UX 24 Volt Printer Cable Assembly,25.2,DFS Wayne Parts,
MISC,WU020446-0001,,,Anthem UX CPU Board To 27 Inch Display Side A Cable Assembly,87.15,DFS Wayne Parts,
MISC,WU020446-0002,,,Anthem UX CPU Board To 27 Inch Display Side B Cable Assembly,100.8,DFS Wayne Parts,
MISC,WU020765-0001,,,Junction Box PO Sel G2 Rem Sgl,331.8,DFS Wayne Parts,
MISC,WU020831-0001,,,"Nozzle Boot Bracket, Flapper Hard Stop",31.5,DFS Wayne Parts,
MISC,WU020893-0001,,,Flapper Hard Stop Nozzle Boot Kit,50.4,DFS Wayne Parts,
MISC,WU021320-0006,,,Yellow 3 Foot CAT6 Ethernet Cable Assembly,16.8,DFS Wayne Parts,
MISC,WU021598-0001,,,Straight ANTX BD To 12 Inch Display Cable LVDS Cable Assembly,32.55,DFS Wayne Parts,
MISC,WU021648-0001,,,Select S1 Submersible Drive Relay Kit,303.45,DFS Wayne Parts,
MISC,WU021649-0001,,,Select S1 120 Volt Pulse Output,400.05,DFS Wayne Parts,
MISC,WU021654-0001,,,Select Gen2 120 Volt AC Phase 2 Single Remote Pulse Output Kit,680.4,DFS Wayne Parts,
MISC,WU021654-0002,,,Select S1 Gen2 Dual Pulse Output,749.7,DFS Wayne Parts,
MISC,WU021688-0002-A042,,,"Cover Side Panel, Serial Plate, OVR, A042 Silver",42,DFS Wayne Parts,
MISC,WU021696-0001,,,Select G2 110 Volt Heater Kit,271.95,DFS Wayne Parts,
MISC,WU021851-0001,,,DFS Omni-Directional External Antenna Module RG174 IP67,145.95,DFS Wayne Parts,
MISC,WU021862-0005,,,"Module Nozzle Boot, Right, DBL, NOZ 4, OR21",98.7,DFS Wayne Parts,
MISC,WU021906-0001,,,"DFS Wired Connect, Subscriber Unit, Managed Mode",661.5,DFS Wayne Parts,
MISC,WU021907-0001,,,"DFS Wired Connect, Access Point, 16 Port, Managed Mode",719.25,DFS Wayne Parts,
MISC,WU021999-0001,,,Backlight LED Driver 12 Inch Board Display,49.35,DFS Wayne Parts,
MISC,WU022044-0001,,,"Service Kit, T7, Card Reader, Hybrid, PCI4 , XAC P90, With Gasket",1092,DFS Wayne Parts,
MISC,WU022248-0001,,,12.1 Inch Display To BL Driver WU021999 Backlight Cable Assembly,22.05,DFS Wayne Parts,
MISC,WU022269-0001,,,Unit Price Display Glass And Gasket,42,DFS Wayne Parts,
MISC,WU022347-0001,,,AM Touch To ANTX REV4 BD Cable Assembly,14.7,DFS Wayne Parts,
MISC,WU022388-0002-A020,,,Standard Casting Cover Cap OR21 A020 Silver,23.1,DFS Wayne Parts,
MISC,WU023133-0001,,,Security Lock Pawl Bracket OR21,14.7,DFS Wayne Parts,
MISC,WU023181-0001,,,Display Board Programmed Dual Unit Price,78.75,DFS Wayne Parts,
MISC,WU023682-0001,,,"CPU Board GEN4, WIN 10, ANTX UI, Default Media, Production",1192.8,DFS Wayne Parts,
MISC,WU023720-0001,,,"Card Reader P95W, PGMD, US AX EMV, PROD",1081.5,DFS Wayne Parts,
MISC,WU024394-0002,,,3/4 Inch x 65-5/8 Inch Long Black Steel Vapor Tube,61.95,DFS Wayne Parts,
MISC,WU024475-0001,,,Anthem AX12 Module Scanner,588,DFS Wayne Parts,
MISC,WU024652-0001,,,CPU Board Antx-LT WIN10 AntX UI Prod,774.9,DFS Wayne Parts,
MISC,WU024684-0001,,,"Contactless Card Reader, C150S, FRNT AND BACK GSKT, PGMD, US AX EMV, PROD",498.75,DFS Wayne Parts,
MISC,WU024746-0001,,,DW Module CPU Vent Plug,29.4,DFS Wayne Parts,
MISC,WU025262-0001,,,C150-SE NFC Front Mount Contactless Card Reader,498.75,DFS Wayne Parts,
MISC,WU025262-0002,,,C150-SE NFC Front Mount Contactless Card Reader Without Gasket,498.75,DFS Wayne Parts,
MISC,WU025616-F032,,,Ovation Standard Dual-Sided Anthem AX27 Fan Retrofit Kit,1024.8,DFS Wayne Parts,
MISC,WU025773-F032,,,Ovation Multi-Hose Dual-Sided Anthem AX27 Fan Retrofit Kit,1024.8,DFS Wayne Parts,
MISC,WU025784-0001,,,24 Volt DC 100-120 Volt AC 290 Watt Heating Element With Thermostat,206.85,DFS Wayne Parts,
MISC,WU026076-0001,,,iX Board Connection Board Jumper,4.2,DFS Wayne Parts,
MISC,WU026268-F050,,,"Top Box Wide Cover Plate, Grey F050",93.45,DFS Wayne Parts,
MISC,WU026295-0001-5043,,,"Helix Gen2 Wide Valance Assembly, R098 Red",702.45,DFS Wayne Parts,
MISC,WU026295-0001-5050,,,"Helix Gen2 Wide Valance Assembly, B012 Blue",702.45,DFS Wayne Parts,
MISC,WU026295-0001-5053,,,"Helix Gen2 Wide Valance Assembly, G067 Green",702.45,DFS Wayne Parts,
MISC,WU026295-0001-5057,,,"Helix Gen2 Wide Valance Assembly, J021 Black",702.45,DFS Wayne Parts,
MISC,WU026295-0001-W007,,,"Helix Gen2 Wide Valance Assembly, W007 White",490.35,DFS Wayne Parts,
MISC,WU026295-0002-0023,,,"Helix Gen2 Narrow Valance Assembly, Kwik Fill",702.45,DFS Wayne Parts,
MISC,WU026295-0002-5056,,,"Helix Gen2 Narrow Valance Assembly, Blue",702.45,DFS Wayne Parts,
MISC,WU026295-0002-5058,,,"Helix Gen2 Narrow Valance Assembly, G067 Green",702.45,DFS Wayne Parts,
MISC,WU026295-0002-W007,,,"Helix Gen2 Narrow Valance Assembly, W007 White",490.35,DFS Wayne Parts,
MISC,WU026835-0001,,,Sales Volume Pulse Output Display Module,203.7,DFS Wayne Parts,
MISC,WU026855-0001,,,Touch PCI Programmed Controller Board,152.25,DFS Wayne Parts,
MISC,WU027523-0001,,,Ovation Standard/Enhanced Single-Sided Anthem AX12 Fan Retrofit Kit,95.55,DFS Wayne Parts,
MISC,WU028283-0001,,,"iX Fleet Fuel Controller V3 With Monitor, Keyboard, And Mouse",4442.55,DFS Wayne Parts,
MISC,000-122552-,,,Bearing,54.6,DFS Wayne Parts,
MISC,000-511670-,,,5/8-18 Hex Zinc Jam Nut,2.1,DFS Wayne Parts,
MISC,001-045579-J21,,,"Frame, Bezel N/SW W/G",381.15,DFS Wayne Parts,
MISC,001-047792-F80,,,Nozzle Boot Assembly Push To Start,234.15,DFS Wayne Parts,
MISC,001-047793-,,,Actuator Magnet Switch Assembly,39.9,DFS Wayne Parts,
MISC,001-047938-0W7,,,Global Door 0W7,220.5,DFS Wayne Parts,
MISC,001-047938-317,,,"Select Door, Chevron",220.5,DFS Wayne Parts,
MISC,001-047941-A17,,,Painted A17 Half Base,65.1,DFS Wayne Parts,
MISC,001-048016-00S,,,Stainless Steel iMeter Assembly Without Pulser,691.95,DFS Wayne Parts,
MISC,001-048036-,,,Stainless Steel iMeter Side A,676.2,DFS Wayne Parts,
MISC,001-048087-135,,,"Select Ad Panel Decal, Wayne Standard J021 Black: Diesel",15.75,DFS Wayne Parts,
MISC,001-048087-203,,,"Select Ad Panel Decal, Wayne Standard : Unleaded",16.8,DFS Wayne Parts,
MISC,001-048087-208,,,Wayne Standard Ad Decal Panel : UNPL,16.8,DFS Wayne Parts,
MISC,001-048087-210,,,"Select Ad Panel Decal, Wayne Standard : Premium Unleaded",16.8,DFS Wayne Parts,
MISC,001-048088-136,,,Select/Century WG Product ID Panel J021 Black Background With White Text: Regular Unleaded,14.7,DFS Wayne Parts,
MISC,001-048089-044,,,WG 1-Display Dial Decal,17.85,DFS Wayne Parts,
MISC,001-048090-002,,,Dial Decal GC,17.85,DFS Wayne Parts,
MISC,001-301511-,,,Manifold Casting,50.4,DFS Wayne Parts,
MISC,001-301523-0W7,,,0W7 White Ad Panel Retainer,31.5,DFS Wayne Parts,
MISC,001-301529-0W7,,,0W7 White Inside Panel,61.95,DFS Wayne Parts,
MISC,001-301916-,,,Left Flanged Tube,38.85,DFS Wayne Parts,
MISC,001-301917-,,,Flanged Tube,33.6,DFS Wayne Parts,
MISC,001-301919-,,,Right Rear Flanged Tube,40.95,DFS Wayne Parts,
MISC,001-302322-,,,3/V595//A RF Flanged Tube,42,DFS Wayne Parts,
MISC,001-305029-J21,,,"Front Panel, J21",74.55,DFS Wayne Parts,
MISC,001-305374-,,,Preset Gasket,6.3,DFS Wayne Parts,
MISC,001-305591-0W7,,,Door Assembly 0W7,467.25,DFS Wayne Parts,
MISC,001-305627-,,,Inlet Body,122.85,DFS Wayne Parts,
MISC,001-921115-,,,NP1032 M5 x 0.8 Well-Nut,4.2,DFS Wayne Parts,
MISC,001-921117-,,,PHPH M5 x 0.8 x 20mm Screw,1.05,DFS Wayne Parts,
MISC,001-921175-,,,Retaining Ring,4.2,DFS Wayne Parts,
MISC,001-921192-,,,16mm ID x 30mm OD Flatwasher,1.05,DFS Wayne Parts,
MISC,001-921220-,,,M6X25 BUSHCSSTZY Screw,1.05,DFS Wayne Parts,
MISC,001-921244-,,,Fluorescent Lamp Holder,8.4,DFS Wayne Parts,
MISC,002-047592-,,,Lower Nozzle Support,80.85,DFS Wayne Parts,
MISC,002-200033-,,,Hose Clamp Assembly,26.25,DFS Wayne Parts,
MISC,002-301517-F81,,,Front Panel F81,122.85,DFS Wayne Parts,
MISC,002-513709-,,,#12-24X1/2 TT HWH Screw,1.05,DFS Wayne Parts,
MISC,002-916607-,,,8-32 x 0.375 Hex Head Screw,1.05,DFS Wayne Parts,
MISC,003-048044-073,,,"Wide Vista Lower Door, Murphy USA, Blue",203.7,DFS Wayne Parts,
MISC,003-201623-,,,Sealing Gasket,4.2,DFS Wayne Parts,
MISC,003-A48010-,,,Outlet Mach W/O-R Casting,150.15,DFS Wayne Parts,
MISC,004-121971-,,,Flat Head And Pin Assembly,124.95,DFS Wayne Parts,
MISC,004-200033-,,,Hose Clamp Assembly,32.55,DFS Wayne Parts,
MISC,007-302007-,,,1-11-1/2 Inch NPT Nonvap Sgl Prod Outlet,111.3,DFS Wayne Parts,
MISC,011-047518-0W7,,,Door With Recess Opening,178.5,DFS Wayne Parts,
MISC,011-048015-,,,DEF AG Seals Side AB Fuel Meter,1434.3,DFS Wayne Parts,
MISC,011-048042-HRN,,,4SW 395 3+1 GEM Cable Assembly,65.1,DFS Wayne Parts,
MISC,012-047478-124,,,Vista Wide Door Panel Assembly: Wayne Standard B012 Blue,249.9,DFS Wayne Parts,
MISC,013-047518-063,,,Vista Narrow Lower Door,170.1,DFS Wayne Parts,
MISC,013-047518-258,,,"Vista Narrow Lower Door, Wayne Standard ,G067 Green",178.5,DFS Wayne Parts,
MISC,015-048044-067,,,"Vista Wide Door, WG B012 Blue",214.2,DFS Wayne Parts,
MISC,057-047868-,,,FFL Valance PMP Num Decal,9.45,DFS Wayne Parts,
MISC,101-301176-HRN,,,Security Switches Harness,214.2,DFS Wayne Parts,
MISC,880566-006,,,60 Inch G Printer Power Cable Assembly,14.7,DFS Wayne Parts,
MISC,883638-001,,,TBP Bezel Door Stiffener,98.7,DFS Wayne Parts,
MISC,883935-001,,,TBP Bezel Door Painted Black,106.05,DFS Wayne Parts,
MISC,887702-001,,,Clamshe Bezel Door Gasket,30.45,DFS Wayne Parts,
MISC,887776-001-B39,,,Blue B39 Blank Panel,74.55,DFS Wayne Parts,
MISC,887813-003-B108,,,Ovation Card Reader/SPM Keypad Panel B108 Blue,110.25,DFS Wayne Parts,
MISC,887813-003-B39,,,Ovation Card Reader/SPM Keypad Panel Blue B39,110.25,DFS Wayne Parts,
MISC,887818-001-A17,,,"10.4 Inch VGA Display Panel, A17 Silver",173.25,DFS Wayne Parts,
MISC,887897-001-B39,,,"Printer Door, Blue B39",133.35,DFS Wayne Parts,
MISC,887897-001-F80,,,"Printer Door With Left Frame, Gray F80",133.35,DFS Wayne Parts,
MISC,887897-001-J21,,,"Printer Door, Black J21",133.35,DFS Wayne Parts,
MISC,887898-001-A17,,,Door Assembly Printer Silver A17,193.2,DFS Wayne Parts,
MISC,887898-001-B39,,,Door Assembly Printer Blue B39,193.2,DFS Wayne Parts,
MISC,888291-004-W75,,,"Column Cover Without Nozzle Opening, ARCO Luminate",658.35,DFS Wayne Parts,
MISC,888353-001-313,,,Ovation Lower Door Panel Assembly: EZ Mart,282.45,DFS Wayne Parts,
MISC,888459-003-386,,,"Ovation PTS Push-To-Start Panel Overlay, AY : Unleaded / Unleaded Plus / Unleaded Premium",69.3,DFS Wayne Parts,
MISC,888459-103-296,,,Ovation LX 3+0 Push To Start Panel Overlay BP Invigorate : Regular / Silver / Amoco Ultimate,69.3,DFS Wayne Parts,
MISC,888459-107-322,,,Ovation LX Push To Start Panel Overlay : Diesel #2 / Regular / Plus / VPower,69.3,DFS Wayne Parts,
MISC,888460-001-546,,,Decal Actuator Generic E85,16.8,DFS Wayne Parts,
MISC,888460-001-579,,,Decal Actuator EXU : Diesel #2,16.8,DFS Wayne Parts,
MISC,888530-003-006,,,"Ad Panel Overlay, CH",11.55,DFS Wayne Parts,
MISC,888530-004-031,,,4-Product Ad Panel Overlay : Diesel#2 / Regular / Plus / V Power,11.55,DFS Wayne Parts,
MISC,888615-001,,,4.717 ID x 0.118 O-Ring,5.25,DFS Wayne Parts,
MISC,888717-003,,,"Actuator Decal Sheet Kit: 85-94, Diesel, Diesel",18.9,DFS Wayne Parts,
MISC,888717-018,,,Actuator Decal Sheet Kit: Diesel,18.9,DFS Wayne Parts,
MISC,888836-001,,,Ovation Tube Clamp,13.65,DFS Wayne Parts,
MISC,888872-003,,,"Ovation Service Button Kit, Gray",69.3,DFS Wayne Parts,
MISC,888941-001,,,Ovation Nozzle Boot,116.55,DFS Wayne Parts,
MISC,889295-003,,,Ovation 3/4 Inch Nickel-Plated E85 Non-Vapor Outlet Casting,61.95,DFS Wayne Parts,
MISC,889536-001,,,"PCB AY, INTF, ADS/ SHARP VGA",53.55,DFS Wayne Parts,
MISC,889551-001,,,8-1/2 Foot Reel/Cable Assembly,100.8,DFS Wayne Parts,
MISC,889552-001,,,Ovation Hyd Enclosure,315,DFS Wayne Parts,
MISC,889620-002-006,,,"Twin Wayne Standard Unlighted Bezel Assembly, A17 Silver",212.1,DFS Wayne Parts,
MISC,889628-002,,,G6200 Machined Nozzle Boot,54.6,DFS Wayne Parts,
MISC,889632-001-0W7,,,Reliance Door Panel,117.6,DFS Wayne Parts,
MISC,889632-001-G67,,,Reliance Painted Door Panel,117.6,DFS Wayne Parts,
MISC,889828-001,,,Lever Shaft Support Bracket,9.45,DFS Wayne Parts,
MISC,889906-001,,,5/16-18 x 7/8 Inch SHCSSTZN Screw,9.45,DFS Wayne Parts,
MISC,889952-003-033,,,Retrofit Ovation Push To Start Panel Assembly,518.7,DFS Wayne Parts,
MISC,889976-001,,,Ovation R13 To B12 Retrofit Kit,279.3,DFS Wayne Parts,
MISC,890070-001,,,iGem Preset II PCB Circuit Board Assembly,72.45,DFS Wayne Parts,
MISC,890467-002,,,Field-Installed External Filter Kit (800 Series),227.85,DFS Wayne Parts,
MISC,890543-001,,,"Mod, 0.125 Diameter Lockpin Installation",6.3,DFS Wayne Parts,
MISC,890576-001,,,Prop Valve/Conduit Assy,277.2,DFS Wayne Parts,
MISC,890580-002,,,GC/8 Side2 Valve/Conduit Assembly,207.9,DFS Wayne Parts,
MISC,890767-001,,,VGA Softkey To IX Cable Assembly,31.5,DFS Wayne Parts,
MISC,890899-007,,,LC M5 Packing Gland Assembly,369.6,DFS Wayne Parts,
MISC,891564-002,,,Windows CE 6.0 License Label,49.35,DFS Wayne Parts,
MISC,892078-001,,,Conduit Electric Reset Potted,49.35,DFS Wayne Parts,
MISC,892080-001,,,Healy 400 Nozzle Boot Adapter,57.75,DFS Wayne Parts,
MISC,892103-001,,,Ovation GA Top Casting,415.8,DFS Wayne Parts,
MISC,892648-001,,,Gasoline To Diesel iMeter O-Ring Kit,97.65,DFS Wayne Parts,
MISC,PI-888459-003-SN1,,,"Ovation PTS Push-To-Start Panel Overlay, Sinclair : Unleaded With Dinocare / Super With Dinocare / Premium With Dinocare",24.15,DFS Wayne Parts,
MISC,W2892908-0SS,,,Stainless Steel DEFHM Side Panel,738.15,DFS Wayne Parts,
MISC,W2892950-005,,,INS 0.75THK HM Right Panel Top,98.7,DFS Wayne Parts,
MISC,W2892950-007,,,INS 0.75THK HM Right Panel Bottom,214.2,DFS Wayne Parts,
MISC,W2892950-011,,,INS 0.75THK Display Door,194.25,DFS Wayne Parts,
MISC,W2893037-001,,,Proportional Valve/Conduit Assembly,329.7,DFS Wayne Parts,
MISC,W2893891-002,,,iMeter O-Ring Install Service Kit,47.25,DFS Wayne Parts,
MISC,W2894037-106-013,,,Low-Profile Injected SPM SHA2 Alphanumeric Keypad Assembly: Texaco/Chevron,875.7,DFS Wayne Parts,
